time,open,high,low,close,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,NQ1! · CME: open,NQ1! · CME: high,NQ1! · CME: low,NQ1! · CME: close
2025-03-12T09:36:00-04:00,19950,19963.75,19947.5,19956,0,0,0,0,0,0,0,19744,19757.75,19741.5,19750
2025-03-12T09:37:00-04:00,19956.25,19964.75,19922,19925,0,0,0,0,0,0,0,19750.25,19758.75,19716,19719
2025-03-12T09:38:00-04:00,19924.5,19960.5,19908,19960.25,0,0,0,0,0,0,0,19718.5,19754.5,19702,19754.25
2025-03-12T09:39:00-04:00,19960.75,19973.75,19951.75,19971,0,0,0,0,0,0,0,19754.75,19767.75,19745.75,19765
2025-03-12T09:40:00-04:00,19971.75,19983.75,19940,19954.25,0,0,0,0,0,0,0,19765.75,19777.75,19734,19748.25
2025-03-12T09:41:00-04:00,19953.75,19969,19936,19969,0,0,0,0,0,0,0,19747.75,19763,19730,19763
2025-03-12T09:42:00-04:00,19969,19975,19937.25,19942.25,0,0,0,0,0,0,0,19763,19769,19731.25,19736.25
2025-03-12T09:43:00-04:00,19943,19951.75,19911.75,19915.25,0,0,0,0,0,0,0,19737,19745.75,19705.75,19709.25
2025-03-12T09:44:00-04:00,19915,19924.25,19872.5,19891.25,0,0,0,0,0,0,0,19709,19718.25,19666.5,19685.25
2025-03-12T09:45:00-04:00,19893,19940.75,19892.25,19926.5,0,0,0,0,0,0,0,19687,19734.75,19686.25,19720.5
2025-03-12T09:46:00-04:00,19928,19931.75,19901,19911,0,0,0,0,0,0,0,19722,19725.75,19695,19705
2025-03-12T09:47:00-04:00,19911.5,19921,19892,19895.5,0,0,0,0,0,0,0,19705.5,19715,19686,19689.5
2025-03-12T09:48:00-04:00,19895.25,19905.75,19842.25,19855.25,0,0,0,0,0,0,0,19689.25,19699.75,19636.25,19649.25
2025-03-12T09:49:00-04:00,19855,19876.75,19844.25,19873,0,0,0,0,0,0,0,19649,19670.75,19638.25,19667
2025-03-12T09:50:00-04:00,19873.75,19900.25,19873.75,19895.25,0,0,0,0,0,0,0,19667.75,19694.25,19667.75,19689.25
2025-03-12T09:51:00-04:00,19896,19904.75,19869.25,19873.75,0,0,0,0,0,0,0,19690,19698.75,19663.25,19667.75
2025-03-12T09:52:00-04:00,19872.75,19935.25,19853.25,19863,0,0,0,0,0,0,0,19666.75,19729.25,19647.25,19657
2025-03-12T09:53:00-04:00,19861.5,19906,19853.25,19881.75,0,0,0,0,0,0,0,19655.5,19700,19647.25,19675.75
2025-03-12T09:54:00-04:00,19882,19885.75,19847.25,19848.5,0,0,0,0,0,0,0,19676,19679.75,19641.25,19642.5
2025-03-12T09:55:00-04:00,19848.75,19863,19823,19833.75,0,0,0,0,0,0,0,19642.75,19657,19617,19627.75
2025-03-12T09:56:00-04:00,19834.5,19842.75,19797,19802,0,0,0,0,0,0,0,19628.5,19636.75,19591,19596
2025-03-12T09:57:00-04:00,19802.25,19825.5,19795.75,19825.25,0,0,0,0,0,0,0,19596.25,19619.5,19589.75,19619.25
2025-03-12T09:58:00-04:00,19825,19846,19812.5,19836.75,0,0,0,0,0,0,0,19619,19640,19606.5,19630.75
2025-03-12T09:59:00-04:00,19836.75,19856.25,19831.75,19850.5,0,0,0,0,0,0,0,19630.75,19650.25,19625.75,19644.5
2025-03-12T10:00:00-04:00,19849.25,19849.25,19818.75,19830.5,0,0,0,0,0,0,0,19643.25,19643.25,19612.75,19624.5
2025-03-12T10:01:00-04:00,19829.5,19868.5,19826.75,19838.5,0,0,0,0,0,0,0,19623.5,19662.5,19620.75,19632.5
2025-03-12T10:02:00-04:00,19838.5,19850.5,19821.25,19826.25,0,0,0,0,0,0,0,19632.5,19644.5,19615.25,19620.25
2025-03-12T10:03:00-04:00,19825.75,19854,19786,19847.75,0,0,0,0,0,0,0,19619.75,19648,19580,19641.75
2025-03-12T10:04:00-04:00,19848.5,19874.75,19841,19864,0,0,0,0,0,0,0,19642.5,19668.75,19635,19658
2025-03-12T10:05:00-04:00,19865.25,19899.5,19860.5,19883.5,0,0,0,0,0,0,0,19659.25,19693.5,19654.5,19677.5
2025-03-12T10:06:00-04:00,19883.5,19913.5,19882.25,19901.25,0,0,0,0,0,0,0,19677.5,19707.5,19676.25,19695.25
2025-03-12T10:07:00-04:00,19901.75,19917.5,19890.25,19898.25,0,0,0,0,0,0,0,19695.75,19711.5,19684.25,19692.25
2025-03-12T10:08:00-04:00,19900.75,19914.75,19883,19903,0,0,0,0,0,0,0,19694.75,19708.75,19677,19697
2025-03-12T10:09:00-04:00,19902,19916.25,19894.75,19913,0,0,0,0,0,0,0,19696,19710.25,19688.75,19707
2025-03-12T10:10:00-04:00,19913.25,19931.25,19900.5,19905.5,0,0,0,0,0,0,0,19707.25,19725.25,19694.5,19699.5
2025-03-12T10:11:00-04:00,19907,19911.25,19864.75,19870,0,0,0,0,0,0,0,19701,19705.25,19658.75,19664
2025-03-12T10:12:00-04:00,19866.25,19875.25,19845.5,19866.75,0,0,0,0,0,0,0,19660.25,19669.25,19639.5,19660.75
2025-03-12T10:13:00-04:00,19867.75,19877.5,19857.75,19871,0,0,0,0,0,0,0,19661.75,19671.5,19651.75,19665
2025-03-12T10:14:00-04:00,19870.75,19878,19837.25,19849,0,0,0,0,0,0,0,19664.75,19672,19631.25,19643
2025-03-12T10:15:00-04:00,19849,19850,19820,19829.75,0,0,0,0,0,0,0,19643,19644,19614,19623.75
2025-03-12T10:16:00-04:00,19830.75,19832.25,19802,19820,0,0,0,0,0,0,0,19624.75,19626.25,19596,19614
2025-03-12T10:17:00-04:00,19820.5,19821.75,19796,19814.5,0,0,0,0,0,0,0,19614.5,19615.75,19590,19608.5
2025-03-12T10:18:00-04:00,19815.5,19822.25,19793.25,19819,0,0,0,0,0,0,0,19609.5,19616.25,19587.25,19613
2025-03-12T10:19:00-04:00,19818.25,19840,19811.75,19839.25,0,0,0,0,0,0,0,19612.25,19634,19605.75,19633.25
2025-03-12T10:20:00-04:00,19837.5,19856.25,19832,19849.5,0,0,0,0,0,0,0,19631.5,19650.25,19626,19643.5
2025-03-12T10:21:00-04:00,19848.25,19868,19837,19842.75,0,0,0,0,0,0,0,19642.25,19662,19631,19636.75
2025-03-12T10:22:00-04:00,19843,19862,19838,19840,0,0,0,0,0,0,0,19637,19656,19632,19634
2025-03-12T10:23:00-04:00,19839.25,19844.75,19793.5,19805,0,0,0,0,0,0,0,19633.25,19638.75,19587.5,19599
2025-03-12T10:24:00-04:00,19805.75,19829.5,19794.25,19820.75,0,0,0,0,0,0,0,19599.75,19623.5,19588.25,19614.75
2025-03-12T10:25:00-04:00,19819.5,19831.75,19810.5,19814,0,0,0,0,0,0,0,19613.5,19625.75,19604.5,19608
2025-03-12T10:26:00-04:00,19813.75,19835.75,19813,19833.75,0,0,0,0,0,0,0,19607.75,19629.75,19607,19627.75
2025-03-12T10:27:00-04:00,19834.25,19860.25,19831.5,19846.75,0,0,0,0,0,0,0,19628.25,19654.25,19625.5,19640.75
2025-03-12T10:28:00-04:00,19848.5,19867.75,19837.25,19851.75,0,0,0,0,0,0,0,19642.5,19661.75,19631.25,19645.75
2025-03-12T10:29:00-04:00,19853,19861.25,19834,19836.75,0,0,0,0,0,0,0,19647,19655.25,19628,19630.75
2025-03-12T10:30:00-04:00,19837,19850.5,19821.25,19822.5,0,0,0,0,0,0,0,19631,19644.5,19615.25,19616.5
2025-03-12T10:31:00-04:00,19822.5,19834.5,19781.75,19793.5,0,0,0,0,0,0,0,19616.5,19628.5,19575.75,19587.5
2025-03-12T10:32:00-04:00,19792.5,19792.5,19752,19763.75,0,0,0,0,0,0,0,19586.5,19586.5,19546,19557.75
2025-03-12T10:33:00-04:00,19764.75,19780,19753,19761,0,0,0,0,0,0,0,19558.75,19574,19547,19555
2025-03-12T10:34:00-04:00,19760.5,19766,19745.5,19757.25,0,0,0,0,0,0,0,19554.5,19560,19539.5,19551.25
2025-03-12T10:35:00-04:00,19757.25,19773.25,19741,19771.5,0,0,0,0,0,0,0,19551.25,19567.25,19535,19565.5
2025-03-12T10:36:00-04:00,19771.25,19782,19756.5,19759.25,0,0,0,0,0,0,0,19565.25,19576,19550.5,19553.25
2025-03-12T10:37:00-04:00,19758.5,19759,19736,19756.75,0,0,0,0,0,0,0,19552.5,19553,19530,19550.75
2025-03-12T10:38:00-04:00,19757,19762.5,19748,19758.5,0,0,0,0,0,0,0,19551,19556.5,19542,19552.5
2025-03-12T10:39:00-04:00,19758,19760,19742,19745.75,0,0,0,0,0,0,0,19552,19554,19536,19539.75
2025-03-12T10:40:00-04:00,19744,19757.5,19727,19737.75,0,0,0,0,0,0,0,19538,19551.5,19521,19531.75
2025-03-12T10:41:00-04:00,19737.75,19750.5,19707,19730.25,0,0,0,0,0,0,0,19531.75,19544.5,19501,19524.25
2025-03-12T10:42:00-04:00,19730.5,19755.5,19724.5,19748.75,0,0,0,0,0,0,0,19524.5,19549.5,19518.5,19542.75
2025-03-12T10:43:00-04:00,19749,19751.75,19718.5,19737.75,0,0,0,0,0,0,0,19543,19545.75,19512.5,19531.75
2025-03-12T10:44:00-04:00,19738,19742,19724.25,19727.75,0,0,0,0,0,0,0,19532,19536,19518.25,19521.75
2025-03-12T10:45:00-04:00,19727.5,19735.5,19719.75,19734.25,0,0,0,0,0,0,0,19521.5,19529.5,19513.75,19528.25
2025-03-12T10:46:00-04:00,19734.75,19741.5,19715.25,19723.5,0,0,0,0,0,0,0,19528.75,19535.5,19509.25,19517.5
2025-03-12T10:47:00-04:00,19722.75,19749.25,19721.5,19741.75,0,0,0,0,0,0,0,19516.75,19543.25,19515.5,19535.75
2025-03-12T10:48:00-04:00,19740.75,19741.5,19720,19722,0,0,0,0,0,0,0,19534.75,19535.5,19514,19516
2025-03-12T10:49:00-04:00,19721.25,19729.25,19710.5,19722.25,0,0,0,0,0,0,0,19515.25,19523.25,19504.5,19516.25
2025-03-12T10:50:00-04:00,19722.75,19732,19707.75,19728.25,0,0,0,0,0,0,0,19516.75,19526,19501.75,19522.25
2025-03-12T10:51:00-04:00,19727.75,19741.75,19724.5,19725.25,0,0,0,0,0,0,0,19521.75,19535.75,19518.5,19519.25
2025-03-12T10:52:00-04:00,19726.25,19741,19723,19732,0,0,0,0,0,0,0,19520.25,19535,19517,19526
2025-03-12T10:53:00-04:00,19731,19760,19730.75,19740.75,0,0,0,0,0,0,0,19525,19554,19524.75,19534.75
2025-03-12T10:54:00-04:00,19740.75,19775.5,19733.75,19767.75,0,0,0,0,0,0,0,19534.75,19569.5,19527.75,19561.75
2025-03-12T10:55:00-04:00,19768,19769,19742.5,19744,0,0,0,0,0,0,0,19562,19563,19536.5,19538
2025-03-12T10:56:00-04:00,19743.25,19744.25,19719.75,19724.25,0,0,0,0,0,0,0,19537.25,19538.25,19513.75,19518.25
2025-03-12T10:57:00-04:00,19723.75,19726,19699,19703,0,0,0,0,0,0,0,19517.75,19520,19493,19497
2025-03-12T10:58:00-04:00,19703,19716,19694,19699.5,0,0,0,0,0,0,0,19497,19510,19488,19493.5
2025-03-12T10:59:00-04:00,19700.75,19702.75,19675.5,19681.75,0,0,0,0,0,0,0,19494.75,19496.75,19469.5,19475.75
2025-03-12T11:00:00-04:00,19680.25,19695.25,19677.25,19690.5,0,0,0,0,0,0,0,19474.25,19489.25,19471.25,19484.5
2025-03-12T11:01:00-04:00,19690.75,19694.75,19668.25,19675.25,0,0,0,0,0,0,0,19484.75,19488.75,19462.25,19469.25
2025-03-12T11:02:00-04:00,19673,19674.5,19643.5,19649,0,0,0,0,0,0,0,19467,19468.5,19437.5,19443
2025-03-12T11:03:00-04:00,19647.75,19667.25,19634.5,19665.5,0,0,0,0,0,0,0,19441.75,19461.25,19428.5,19459.5
2025-03-12T11:04:00-04:00,19665.25,19666.25,19636.5,19646.5,0,0,0,0,0,0,0,19459.25,19460.25,19430.5,19440.5
2025-03-12T11:05:00-04:00,19645.5,19660.25,19640,19651,0,0,0,0,0,0,0,19439.5,19454.25,19434,19445
2025-03-12T11:06:00-04:00,19650.5,19651.25,19625,19637.25,0,0,0,0,0,0,0,19444.5,19445.25,19419,19431.25
2025-03-12T11:07:00-04:00,19639.5,19644.25,19618,19620.5,0,0,0,0,0,0,0,19433.5,19438.25,19412,19414.5
2025-03-12T11:08:00-04:00,19620,19628,19601.25,19625.25,0,0,0,0,0,0,0,19414,19422,19395.25,19419.25
2025-03-12T11:09:00-04:00,19624.5,19643.25,19618.25,19634,0,0,0,0,0,0,0,19418.5,19437.25,19412.25,19428
2025-03-12T11:10:00-04:00,19635,19646.25,19632,19636,0,0,0,0,0,0,0,19429,19440.25,19426,19430
2025-03-12T11:11:00-04:00,19637,19659.25,19637,19656.5,0,0,0,0,0,0,0,19431,19453.25,19431,19450.5
2025-03-12T11:12:00-04:00,19654,19658,19619.25,19625,0,0,0,0,0,0,0,19448,19452,19413.25,19419
2025-03-12T11:13:00-04:00,19623,19651,19621.5,19651,0,0,0,0,0,0,0,19417,19445,19415.5,19445
2025-03-12T11:14:00-04:00,19651.5,19653.75,19637.5,19643,0,0,0,0,0,0,0,19445.5,19447.75,19431.5,19437
2025-03-12T11:15:00-04:00,19643.25,19649.75,19631.75,19636.75,0,0,0,0,0,0,0,19437.25,19443.75,19425.75,19430.75
2025-03-12T11:16:00-04:00,19637.25,19638,19619.5,19627.5,0,0,0,0,0,0,0,19431.25,19432,19413.5,19421.5
2025-03-12T11:17:00-04:00,19627.75,19671.25,19627.75,19671,0,0,0,0,0,0,0,19421.75,19465.25,19421.75,19465
2025-03-12T11:18:00-04:00,19671,19698.5,19668.75,19692.25,0,0,0,0,0,0,0,19465,19492.5,19462.75,19486.25
2025-03-12T11:19:00-04:00,19693.25,19700.75,19680.25,19684.25,0,0,0,0,0,0,0,19487.25,19494.75,19474.25,19478.25
2025-03-12T11:20:00-04:00,19684.5,19696.25,19671.75,19691.5,0,0,0,0,0,0,0,19478.5,19490.25,19465.75,19485.5
2025-03-12T11:21:00-04:00,19689.25,19689.25,19661.5,19661.5,0,0,0,0,0,0,0,19483.25,19483.25,19455.5,19455.5
2025-03-12T11:22:00-04:00,19662,19677,19657.25,19670.5,0,0,0,0,0,0,0,19456,19471,19451.25,19464.5
2025-03-12T11:23:00-04:00,19671.5,19703.75,19667,19699.5,0,0,0,0,0,0,0,19465.5,19497.75,19461,19493.5
2025-03-12T11:24:00-04:00,19699.5,19727,19697.75,19710,0,0,0,0,0,0,0,19493.5,19521,19491.75,19504
2025-03-12T11:25:00-04:00,19711.25,19720.25,19701,19713.5,0,0,0,0,0,0,0,19505.25,19514.25,19495,19507.5
2025-03-12T11:26:00-04:00,19713.5,19741,19712.5,19738.75,0,0,0,0,0,0,0,19507.5,19535,19506.5,19532.75
2025-03-12T11:27:00-04:00,19737.5,19749.5,19730.25,19737.5,0,0,0,0,0,0,0,19531.5,19543.5,19524.25,19531.5
2025-03-12T11:28:00-04:00,19738.25,19741.5,19727.25,19729,0,0,0,0,0,0,0,19532.25,19535.5,19521.25,19523
2025-03-12T11:29:00-04:00,19727.5,19738,19707,19730.25,0,0,0,0,0,0,0,19521.5,19532,19501,19524.25
2025-03-12T11:30:00-04:00,19730.25,19741.25,19719,19719.75,0,0,0,0,0,0,0,19524.25,19535.25,19513,19513.75
2025-03-12T11:31:00-04:00,19719,19747,19716,19744.5,0,0,0,0,0,0,0,19513,19541,19510,19538.5
2025-03-12T11:32:00-04:00,19744,19767.25,19741.5,19744,0,0,0,0,0,0,0,19538,19561.25,19535.5,19538
2025-03-12T11:33:00-04:00,19743.25,19751.5,19731.75,19732.75,0,0,0,0,0,0,0,19537.25,19545.5,19525.75,19526.75
2025-03-12T11:34:00-04:00,19732.25,19746.5,19731.25,19735.75,0,0,0,0,0,0,0,19526.25,19540.5,19525.25,19529.75
2025-03-12T11:35:00-04:00,19735.75,19764,19734.75,19758.5,0,0,0,0,0,0,0,19529.75,19558,19528.75,19552.5
2025-03-12T11:36:00-04:00,19760,19771.5,19753.5,19769.5,0,0,0,0,0,0,0,19554,19565.5,19547.5,19563.5
2025-03-12T11:37:00-04:00,19768.25,19775.75,19763.75,19764,0,0,0,0,0,0,0,19562.25,19569.75,19557.75,19558
2025-03-12T11:38:00-04:00,19764.25,19791.75,19762.25,19782.25,0,0,0,0,0,0,0,19558.25,19585.75,19556.25,19576.25
2025-03-12T11:39:00-04:00,19782.5,19790.75,19773.75,19777.5,0,0,0,0,0,0,0,19576.5,19584.75,19567.75,19571.5
2025-03-12T11:40:00-04:00,19777.5,19781,19764.25,19774.25,0,0,0,0,0,0,0,19571.5,19575,19558.25,19568.25
2025-03-12T11:41:00-04:00,19775,19779,19763,19765,0,0,0,0,0,0,0,19569,19573,19557,19559
2025-03-12T11:42:00-04:00,19766.25,19779,19761.5,19773,0,0,0,0,0,0,0,19560.25,19573,19555.5,19567
2025-03-12T11:43:00-04:00,19773.25,19793,19770.25,19787.25,0,0,0,0,0,0,0,19567.25,19587,19564.25,19581.25
2025-03-12T11:44:00-04:00,19787.25,19797.25,19781.75,19783.25,0,0,0,0,0,0,0,19581.25,19591.25,19575.75,19577.25
2025-03-12T11:45:00-04:00,19783.75,19796.25,19768.25,19796,0,0,0,0,0,0,0,19577.75,19590.25,19562.25,19590
2025-03-12T11:46:00-04:00,19794.75,19812,19794.75,19807.25,0,0,0,0,0,0,0,19588.75,19606,19588.75,19601.25
2025-03-12T11:47:00-04:00,19807,19821,19796.75,19799.75,0,0,0,0,0,0,0,19601,19615,19590.75,19593.75
2025-03-12T11:48:00-04:00,19799.75,19820.5,19795.75,19813,0,0,0,0,0,0,0,19593.75,19614.5,19589.75,19607
2025-03-12T11:49:00-04:00,19813,19818.25,19807.75,19813.75,0,0,0,0,0,0,0,19607,19612.25,19601.75,19607.75
2025-03-12T11:50:00-04:00,19813.5,19825.5,19806.75,19815.75,0,0,0,0,0,0,0,19607.5,19619.5,19600.75,19609.75
2025-03-12T11:51:00-04:00,19816.25,19835.25,19810.5,19814,0,0,0,0,0,0,0,19610.25,19629.25,19604.5,19608
2025-03-12T11:52:00-04:00,19814.25,19832.5,19813.5,19831.75,0,0,0,0,0,0,0,19608.25,19626.5,19607.5,19625.75
2025-03-12T11:53:00-04:00,19833.25,19834.25,19820.25,19820.5,0,0,0,0,0,0,0,19627.25,19628.25,19614.25,19614.5
2025-03-12T11:54:00-04:00,19821.5,19835.25,19819,19829,0,0,0,0,0,0,0,19615.5,19629.25,19613,19623
2025-03-12T11:55:00-04:00,19828.25,19830.25,19808.5,19812.5,0,0,0,0,0,0,0,19622.25,19624.25,19602.5,19606.5
2025-03-12T11:56:00-04:00,19813,19813.5,19786,19792,0,0,0,0,0,0,0,19607,19607.5,19580,19586
2025-03-12T11:57:00-04:00,19792.5,19800.75,19777,19797.5,0,0,0,0,0,0,0,19586.5,19594.75,19571,19591.5
2025-03-12T11:58:00-04:00,19798.25,19828,19793.25,19825.75,0,0,0,0,0,0,0,19592.25,19622,19587.25,19619.75
2025-03-12T11:59:00-04:00,19826,19844,19825.5,19839,0,0,0,0,0,0,0,19620,19638,19619.5,19633
2025-03-12T12:00:00-04:00,19839.5,19840.5,19811.5,19828.75,0,0,0,0,0,0,0,19633.5,19634.5,19605.5,19622.75
2025-03-12T12:01:00-04:00,19827.5,19837,19819,19828,0,0,0,0,0,0,0,19621.5,19631,19613,19622
2025-03-12T12:02:00-04:00,19827,19829.5,19812.5,19824.25,0,0,0,0,0,0,0,19621,19623.5,19606.5,19618.25
2025-03-12T12:03:00-04:00,19823.75,19823.75,19800.75,19802.25,0,0,0,0,0,0,0,19617.75,19617.75,19594.75,19596.25
2025-03-12T12:04:00-04:00,19801.25,19815.25,19792.5,19815,0,0,0,0,0,0,0,19595.25,19609.25,19586.5,19609
2025-03-12T12:05:00-04:00,19814.75,19830.75,19807.5,19821.75,0,0,0,0,0,0,0,19608.75,19624.75,19601.5,19615.75
2025-03-12T12:06:00-04:00,19822.75,19833.75,19822.75,19827.75,0,0,0,0,0,0,0,19616.75,19627.75,19616.75,19621.75
2025-03-12T12:07:00-04:00,19827.75,19834.25,19822.75,19830,0,0,0,0,0,0,0,19621.75,19628.25,19616.75,19624
2025-03-12T12:08:00-04:00,19830.25,19842.5,19825.25,19842,0,0,0,0,0,0,0,19624.25,19636.5,19619.25,19636
2025-03-12T12:09:00-04:00,19842.75,19868,19842.25,19856.75,0,0,0,0,0,0,0,19636.75,19662,19636.25,19650.75
2025-03-12T12:10:00-04:00,19857.25,19875.25,19848.25,19870.5,0,0,0,0,0,0,0,19651.25,19669.25,19642.25,19664.5
2025-03-12T12:11:00-04:00,19872.25,19891,19832.25,19860.25,0,0,0,0,0,0,0,19666.25,19685,19626.25,19654.25
2025-03-12T12:12:00-04:00,19859.25,19880.5,19851,19876.75,0,0,0,0,0,0,0,19653.25,19674.5,19645,19670.75
2025-03-12T12:13:00-04:00,19873,19881,19869,19880.75,0,0,0,0,0,0,0,19667,19675,19663,19674.75
2025-03-12T12:14:00-04:00,19881.75,19897.75,19876.5,19890.25,0,0,0,0,0,0,0,19675.75,19691.75,19670.5,19684.25
2025-03-12T12:15:00-04:00,19890,19895,19874,19878.5,0,0,0,0,0,0,0,19684,19689,19668,19672.5
2025-03-12T12:16:00-04:00,19876.75,19888.75,19874,19880,0,0,0,0,0,0,0,19670.75,19682.75,19668,19674
2025-03-12T12:17:00-04:00,19879,19887.5,19873.75,19884.75,0,0,0,0,0,0,0,19673,19681.5,19667.75,19678.75
2025-03-12T12:18:00-04:00,19884.25,19884.75,19859.25,19871.25,0,0,0,0,0,0,0,19678.25,19678.75,19653.25,19665.25
2025-03-12T12:19:00-04:00,19870.25,19887.75,19862,19887.25,0,0,0,0,0,0,0,19664.25,19681.75,19656,19681.25
2025-03-12T12:20:00-04:00,19887,19898.25,19886,19892,0,0,0,0,0,0,0,19681,19692.25,19680,19686
2025-03-12T12:21:00-04:00,19892,19900,19889.75,19894,0,0,0,0,0,0,0,19686,19694,19683.75,19688
2025-03-12T12:22:00-04:00,19894,19905,19888.25,19897,0,0,0,0,0,0,0,19688,19699,19682.25,19691
2025-03-12T12:23:00-04:00,19897.75,19909,19890.25,19899,0,0,0,0,0,0,0,19691.75,19703,19684.25,19693
2025-03-12T12:24:00-04:00,19899,19903.25,19893,19899,0,0,0,0,0,0,0,19693,19697.25,19687,19693
2025-03-12T12:25:00-04:00,19899,19900.5,19880,19883.5,0,0,0,0,0,0,0,19693,19694.5,19674,19677.5
2025-03-12T12:26:00-04:00,19884.5,19889.5,19864.75,19884.75,0,0,0,0,0,0,0,19678.5,19683.5,19658.75,19678.75
2025-03-12T12:27:00-04:00,19883.5,19900.25,19882,19899.25,0,0,0,0,0,0,0,19677.5,19694.25,19676,19693.25
2025-03-12T12:28:00-04:00,19900,19909.5,19898,19905.25,0,0,0,0,0,0,0,19694,19703.5,19692,19699.25
2025-03-12T12:29:00-04:00,19906.25,19906.25,19872,19886.25,0,0,0,0,0,0,0,19700.25,19700.25,19666,19680.25
2025-03-12T12:30:00-04:00,19886.25,19903.5,19886.25,19897.75,0,0,0,0,0,0,0,19680.25,19697.5,19680.25,19691.75
2025-03-12T12:31:00-04:00,19897.5,19903.75,19889,19890.25,0,0,0,0,0,0,0,19691.5,19697.75,19683,19684.25
2025-03-12T12:32:00-04:00,19889.25,19915.5,19887.5,19912.5,0,0,0,0,0,0,0,19683.25,19709.5,19681.5,19706.5
2025-03-12T12:33:00-04:00,19913.5,19915.5,19901.25,19908.75,0,0,0,0,0,0,0,19707.5,19709.5,19695.25,19702.75
2025-03-12T12:34:00-04:00,19908.25,19918,19898.5,19917.25,0,0,0,0,0,0,0,19702.25,19712,19692.5,19711.25
2025-03-12T12:35:00-04:00,19917.25,19922.75,19911.25,19920,0,0,0,0,0,0,0,19711.25,19716.75,19705.25,19714
2025-03-12T12:36:00-04:00,19920.5,19933,19919,19930.5,0,0,0,0,0,0,0,19714.5,19727,19713,19724.5
